Relevance,QueryId,DocumentId,DocumentLink
0,1,27,http://irc.lv/qna/%D0%9A%D1%82%D0%BE_%D0%B7%D0%B0%D0%B6%D0%B8%D0%B3%D0%B0%D0%B5%D1%82_%D0%B8_%D1%82%D1%83%D1%88%D0%B8%D1%82_%D1%81%D0%B2%D0%B5%D1%82_%D0%B2_%D1%85%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA%D0%B5
0,1,28,http://sonme.ru/rezult/?about-dream=%D0%97%D0%B0%D1%81%D0%BD%D1%83%D1%82%D1%8C%20%D0%B2%D0%BE%20%D1%81%D0%BD%D0%B5
0,1,29,http://sonnik-enigma.ru/sonnik/umershij-otec
0,1,30,http://pochemu.su/pochemu-nelzya-smotret-v-zerkalo-nochyu/
0,1,31,http://htn.su/game/prohozhdenie-igr/2013-11-05/3222-igra-100-k-1-otvety.html
4,2,0,http://ask.fm/LeXsosipisos/answers/140353963381
4,2,1,http://sprashivai.ru/yasichka_love
4,2,2,http://love.mail.ru/ru/mb1692811788
3,2,3,https://vk.com/alesenok666
3,2,4,http://supy-salaty.ru/6607-kabachki-s-risom-na-zimu-zolotye-recepty-s-foto.html
3,2,5,https://ok.ru/group55803381547062/topic/65858574499894
3,2,6,http://www.liveinternet.ru/users/light2811/rubric/1660362/
2,2,7,http://reporter.vesti-ukr.com/tolkovo/32233--evropejcam-stoit-pouchitsya-u-nas-horoshim-maneram-.html
2,2,8,http://www.crossopen.ru/?do=w\u0026orderBy=1\u0026w=%D0%A0
2,2,9,http://krai.iro51.ru/large-glossary.html
2,2,10,http://zagotovkinazimu.ru/2526-luk-marinovannyy-na-zimu-luchshie-recepty-s-foto.html
2,2,11,https://realt.onliner.by/2016/10/03/konkurs-47
1,2,12,http://lib.komarovskiy.net/godovalyj-rebenok.html
1,2,13,http://mentales.ru/2011/07/21/shest-prichin-ne-zhenitsya-na-razvedenke-s-rebenkom/
1,2,14,http://ostrov-pravoslav.io.ua/s983206/flavian_2_chast_flavian._jizn_prodoljaetsya_aleksandr_torik-_chitat_knigu_onlayn_bolshoy_shrift
1,2,15,http://jumornoj.temaretik.com/950030401618316027/10-ka-smeshnyh-istorij/
1,2,16,http://socionik.com/thread/11936.html
1,2,17,http://fb.ru/post/pets/2015/11/5/2656
1,2,18,http://top-antropos.com/rating/item/323-samye-krasivye-tadzhichki
1,2,19,http://clubpechnikov.ru/pech-dlya-kazana/
1,2,20,http://www.zoodrug.ru/topic1926.html
0,2,21,http://xn--e1afgbgom0e.xn--p1ai/breeds/siberian-cats.php
0,2,22,http://www.yerokhin.ru/flora-and-fauna/achatina-snail/17-ulitki-ahatina-gigantskie-afrikanskie-ulitki.html
0,2,23,http://logoped18.ru/logopedist/konspekt-uchitelya-logopeda-leksicheskaya-tema-ovoshchi.php
0,2,24,http://www.7gy.ru/rebenok/kalendar-razvitija-rebenka/304-novorozhdennyj-foto.html
0,2,25,https://infourok.ru/valentina-viktorovna-gerbova-zanyatiya-po-razvitiyu-rechi-v-pervoy-mladshey-gruppe-detskogo-sada-plani-zanyatiy-851055.html
4,3,0,http://pikabu.ru/story/kogda_prepodavatel_poranshe_otpustil_s_posledney_paryi_3_2795599
4,3,1,http://otvet.mail.ru/question/93523045/
3,3,2,http://www.colady.ru/10-vazhnyx-prichin-otprositsya-s-raboty-poranshe-ishhem-pravdopodobnye-povody.html
3,3,3,http://ssmutrue.bos.ru/
2,3,4,http://bibo.kz/kipa/386075-prepod-na-leckii-chto-mozhet-bez-pereryva.html
2,3,5,http://kruzhok.diary.ru/p82015204.htm
2,3,6,http://khabtime.info/news/show/?id_blog=20473
2,3,7,http://prouniver.com/professor/Bazovojj-Ivan-Petrovich/
2,3,8,http://www.mudrikon.ru/blog/kak_pravilno_otprositsja_s_pary/2014-05-25-1707
1,3,9,http://yaaspirant.ru/article/sovety-molodym-prepodavatelyam-ili-kak-aspirantu-zavoevat-uvazhenie-studentov
1,3,10,http://masukevich29.livejournal.com/
1,3,11,http://www.socionik.com/thread/5411.html
1,3,12,http://klikabol.mirtesen.ru/blog/43529391594/Podslushano?domain=mirtesen.ru\u0026pad=1\u0026paid=1
1,3,13,http://www.liveinternet.ru/users/selebralna/post96355185/
1,3,14,https://ok.ru/video/12092900679
1,3,15,http://www.woman.ru/psycho/career/thread/4045544/
1,3,16,http://wikimipt.org/wiki/%D0%A7%D1%83%D1%80%D0%B5%D0%BD%D0%BA%D0%BE%D0%B2_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%B8%D1%87
1,3,17,http://studzona.com/teacher/874/3
1,3,18,http://upravlentsy.mybb.ru/viewtopic.php?id=28
0,3,19,http://avtoshkola-elegia.by/
0,3,20,http://kino-hd720.net/load/zachotnyj_prepod_2_smotret_onlajn_besplatno/10-1-0-86
0,3,21,http://humanscan.ru/pravda-o-vysshem-obrazovanii/
0,3,22,http://www.ivetta.ua/7-prichin-pochemu-nelzya-krutit-roman-prepodavatelem/
0,3,23,http://diplom-kemerovo.ru/1002.htm
0,3,24,http://verge.zp.ua/2016/09/%D0%B2-%D1%83%D0%BD%D0%B8%D0%B2%D0%B5%D1%80%D1%81%D0%B8%D1%82%D0%B5%D1%82%D0%B5-%D0%BD%D0%B0-%D0%BF%D0%B0%D1%80%D0%B0%D1%85-%D1%83%D0%BC%D0%B5%D1%80-%D0%BF%D1%80%D0%B5%D0%BF%D0%BE%D0%B4%D0%B0%D0%B2/
4,4,0,http://otvet.mail.ru/mail/stepan20111
4,4,1,http://otvet.mail.ru/mail/qqqq777qqq
4,4,2,http://www.heroeswm.ru/forum_messages.php?page=161\u0026tid=2507289
3,4,3,http://www.voprosnik.ru/forum/poll/394287/%D0%9A%D0%B0%D0%BA-%D1%82%D1%80%D0%B5%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D1%82%D1%8C-%D0%BC%D1%8B%D1%88%D1%86%D1%8B-%D0%BD%D0%BE%D0%B3-%D1%87%D1%82%D0%BE%D0%B1-%D0%B2%D1%81%D0%B5-%D0%BC%D1%8B%D1%88%D1%86%D1%8B-%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%B0%D0%BB%D0%B8
3,4,4,http://irc.lv/qna/%D0%BA%D0%B0%D0%BA%D0%B0%D1%8F_%D1%87%D0%B0%D1%81%D1%82%D1%8C_%D0%BD%D0%BE%D0%B3_%D0%BA%D0%B0%D0%BA%D0%B8%D0%B5_%D0%BC%D1%8B%D1%88%D1%86%D1%8B_%D0%BA%D0%B0%D1%87%D0%B0%D1%8E%D1%82%D1%81%D1%8F_%D0%BA%D0%BE%D0%B3%D0%B4%D0%B0_%D0%B8%D0%B4%D0%B5%D1%88%D1%8C_%D0%B2_%D0%B3%D0%BE%D1%80%D1%83_%D0%B8_%D0%BF%D1%80%D1%8F%D0%BC%D0%BE
3,4,5,http://www.iwoman.ru/phpBB_14-index-action-viewtopic-topic-10251.html
2,4,6,http://nakachaisya.ru/devushki-skakalka.html
2,4,7,http://fb.ru/article/12911/peyte-syiryie-yaytsa-dlya-myishts---eto-prosto-polezno-i-bezopasno
2,4,8,http://osteocure.ru/bolezni/skolioz/kompleks-uprazhnenij-lfk-pri-skolioze-1-2-3-i-4-stepeni.html
1,4,9,http://inceptum.net.ru/
1,4,10,http://www.skazayka.ru/vavilonskaya-bashnya/
1,4,11,http://radio-mixmusicfm.ru/razgovori/knizhnij-klub/fazil-iskander-stihi.html
1,4,12,http://www.galya.ru/catd_new_page.php?id=5362975
1,4,13,http://litrpg.ru/read.php?id=690
1,4,14,http://space8.oooopss.com/
1,4,15,http://domminik.livejournal.com/
0,4,16,http://nsportal.ru/detskiy-sad/raznoe/2014/06/28/kartoteka-letnikh-progulok-v-starshey-gruppe
0,4,17,http://readmanga.me/ayakashi_koi_emaki/vol1/1?mature=1
0,4,18,https://infourok.ru/samoobrazovanie-na-temu-plastilinografiya-483465.html
0,4,19,http://www.prokoni.ru/forum/threads/lepim-loshad-vmeste.47172/page-10
0,4,20,http://forums.playground.ru/castlevania_lords_of_shadow_2/vpechatleniya_ot_kontsovki_castlevania_lords_of_shadow_2-818002/
0,4,21,http://www.mhealth.ru/form/fitness/50-silnejshix-muzhchin-gollivuda/6/
0,4,22,https://www.drive2.ru/communities/4062246863888189395/forum/4062246863888434800
0,4,23,http://mintmanga.com/attack_on_titan/vol14/56?mature=1
0,4,24,http://www.studfiles.ru/preview/2976748/
4,5,0,http://otvet.mail.ru/mail/gaja_vadim
3,5,1,http://otvet.mail.ru/mail/nata2320206
3,5,2,https://www.9111.ru/questions/q1212710-kak-zastavit-platit-za-kommunalku.html
3,5,3,http://domik.ua/novosti/kak-zastavit-ukraincev-platit-bolshe-za-kommunalku-n196093.html
3,5,4,http://www.kp.ru/daily/25619/787083/
3,5,5,http://mvestnik.ru/shwpgn.asp?pid=2013082210
2,5,6,http://www.spb.kp.ru/daily/26113.1/3008417/
2,5,7,http://newspaper.moe-online.ru/view/237023.html
2,5,8,http://domchel.ru/text/galloper/816395.html
2,5,9,http://www.trkterra.ru/news/zhiteli-146-samarskih-domov-budut-platit-za-kommunalku-po-novoy-sheme/12142012-1125
1,5,10,http://talks.by/showthread.php?page=2\u0026t=14292533
1,5,11,http://orenburg.bezformata.ru/listnews/dolzhnikov-za-kommunalku-zastavyat-platit/15311958/
1,5,12,http://naviny.by/rubrics/society/2010/05/05/ic_articles_116_167703
1,5,13,http://joosy.ru/questions/350042-%D0%9A%D0%B0%D0%BA-%D0%B7%D0%B0%D1%81%D1%82%D0%B0%D0%B2%D0%B8%D1%82%D1%8C-%D1%81%D0%BE%D1%81%D0%B5%D0%B4%D0%B0-%D1%83%D0%B1%D0%B8%D1%80%D0%B0%D1%82%D1%8C%D1%81%D1%8F-%D0%BA%D0%BE%D0%BC%D0%BC%D1%83%D0%BD%D0%B0%D0%BB%D0%BA%D0%B5----%D0%BC%D1%83%D0%B6-%D0%B1%D0%BE%D0%B8%D1%82%D1%81%D1%8F-%D0%B5%D0%B3%D0%BE-%D1%83%D0%B1%D0%B8%D1%82%D1%8C-
1,5,14,http://news.finance.ua/ru/news/-/339017/ukraintsev-zastavyat-platit-za-kommunalku-zaranee-iz-za-gazovogo-dolga
1,5,15,http://konsultatione.ru/kak_zastavit_platit_za_kvartiru.html
1,5,16,http://forum.domik.ua/priezzhix-v-kieve-zastavyat-platit-za-kommunalku-dvazhdy-t2054.html
0,5,17,http://forum.garant.ru/?read,7,1488829
0,5,18,http://sovetsk.klops.ru/news/obschestvo/87215-zhiltsy-20-domov-v-sovetske-riskuyut-platit-kommunalku-po-zavyshennomu-tarifu
0,5,19,http://natual.ru/Rossiyan-mogut-zastavit_-platit_-za-kommunalku-na-mesyac-vpered-art3689.html
0,5,20,https://pravoved.ru/question/1216379/
0,5,21,https://rg.ru/2014/03/27/jkh.html
0,5,22,http://www.heroeswm.ru/forum_messages.php?page=161\u0026tid=2507289
0,5,23,http://xakac.info/news/49145
0,5,24,http://overallnews.ru/i/349673
0,5,25,http://dn.vgorode.ua/news/kommunalka/178590-nou-khau-ot-donetskykh-kommunalschykov--kak-zastavyt-narod-platyt-dvazhdy
0,5,26,http://www.youtube.com/watch?v=oSr-W_wWmyw
3,6,0,http://medbookaide.ru/books/fold1002/book1909/p10.php
3,6,1,http://forum.antivsd.ru/index.php?topic=16554.0
3,6,2,http://petekus.livejournal.com/6960.html
3,6,3,http://gazya.ru/nuda/etot-metod-vklyuchaet-v-sebya-seriyu-uprajnenij-po-proizvoleno/main.html
3,6,4,http://www.b17.ru/article/18467/
2,6,5,http://rumagic.com/ru_zar/sci_psychology/kurpatov/g/j43.html
2,6,6,http://studopedia.ru/10_152378_printsip-rasslableniya-vmesto-napryazheniya.html
2,6,7,http://www.diforum.ru/topic/675-%D0%B4%D0%BB%D1%8F-%D1%81%D0%BD%D1%8F%D1%82%D0%B8%D1%8F-%D0%BD%D0%B0%D0%BF%D1%80%D1%8F%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F/
2,6,8,http://pan-at.com/phpbb/thread.php?hilight=%F0%E0%F1%F1%EB%E0%E1%EB%E5%ED%E8%E5+%ED%E0%EF%F0%FF%E6%E5%ED%E8%E5\u0026hilightuser=0\u0026page=5\u0026threadid=13620\u0026threadview=0
1,6,9,https://elenakolobokhova.wordpress.com/2012/09/24/%D0%BD%D0%B5%D1%80%D0%B2%D0%BD%D0%BE%D0%B5-%D0%BD%D0%B0%D0%BF%D1%80%D1%8F%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D1%82%D0%B0%D0%B4%D0%B8%D0%B8-%D0%B8-%D0%BA%D0%B0%D0%BA-%D1%81%D0%BD%D1%8F%D1%82%D1%8C/
1,6,10,http://mydocx.ru/4-7433.html
1,6,11,http://nperov.ru/osnovi/shag-4-kak-nauchitsya-rasslablyatsya/
1,6,12,http://i.ytimg.com/vi/ko6ngJ5ysnk/hqdefault.jpg
1,6,13,http://www.woman-lives.ru/health/chuvstvo-naprjazhenija-kak-nauchitsja-rasslabljatsja.html
1,6,14,http://s5s.ru/Podgot.htm
0,6,15,http://medichelp.ru/rubriki/kosmetologija/2235-kak-rasslabit-myshcy-ruk-i-lica.html
0,6,16,http://www.matronamoskovskaia.ru/publ/psikhicheskoe_zdorove_i_samorazvitie/kak_snjat_naprjazhenie_nervnoe_naprjazhenie_stadii/9-1-0-100
0,6,17,http://bulvar.com.ua/gazeta/archive/s6_64481/6695.html
0,6,18,http://onanistov.net/viewtopic.php?t=2212
0,6,19,https://muzofond.com/search/%D0%BD%D0%B0%D0%BF%D1%80%D1%8F%D0%B3%D0%B0%D1%82%D1%8C%D1%81%D1%8F
0,6,20,http://svoistva-tela.ru/html/srednjaja-jagodich.html
0,6,21,http://womancosmo.ru/beauty-and-health/a-vy-umeete-rasslablyatsya.html
0,6,22,http://sam-sebe-apteka.ru/52-snjat-bol-naprjazhenie/kak-snjat-naprjazhenie/115-sposoby-rasslablenija-myshc
0,6,23,http://formulazdorovya.com/927994839090071927/gimnastika-dlya-litsa-vsego-5-minut-v-den-i-minus-10-let/
4,7,0,https://sprashivalka.com/q/1035401930
4,7,1,http://otvet.mail.ru/mail/nice.vertu
4,7,2,http://otvet.mail.ru/question/195598902/
3,7,3,http://www.liveinternet.ru/showjournal.php?journalid=4198118\u0026page=8\u0026tag_name=%F2%E0%E9%ED%FB%20%E8%20%E7%E0%E3%E0%E4%EA%E8%20%E8%F1%F2%EE%F0%E8%E8
3,7,4,http://www.crossopen.ru/?do=w\u0026orderBy=1\u0026w=%D0%9B
3,7,5,http://do20.ucoz.ru/publ/dlja_devushek/pochemu_parni_brosajut/3-1-0-3
3,7,6,https://ok.ru/group/54209120305167/topic/61458348122127
2,7,7,http://sueverie.net/povsednevnaya-zhizn-dvoryanstva-pushkinskoj-pory-primety-i-sueveriya.html
2,7,8,http://www.yar.kp.ru/daily/26517.3/3532748
2,7,9,http://www.amur.info/news/2016/08/10/114445
2,7,10,http://abc-people.com/data/kuprin/olesya-txt.htm
4,8,0,https://otvet.mail.ru/question/37721678
4,8,1,http://bibo.kz/kipa/1026206-zakonchili-shkolu-15-let-nazad-po-vozmozhnosti-na-den-rozhdeniya-klassnoy-rukovoditelnicy-v-seredine-m.html
3,8,2,http://www.galya.ru/clubs/show.php?id=522116
3,8,3,http://kinder.sumy.ua/forum/index.php?topic=206.400
1,8,4,http://diak-kuraev.livejournal.com/1291775.html
1,8,5,http://www.ipapa.ru/zdorovye/43-sport/195-child-in-school-artistic-atheletics.html
1,8,6,http://subscribe.ru/group/poisk-filmov/52613/
1,8,7,http://zerx.co/anime/page/2
1,8,8,http://www.liveinternet.ru/users/4091084/
1,8,9,https://2gis.ru/novosibirsk/firm/70000001021471580/reviews/70000001021471580?queryState=center%2F82.903777%2C55.038446%2Fzoom%2F17
1,8,10,http://psihomed.com/agressiya-u-detey/
0,8,11,http://forum.guns.ru/forum_light_message/37/078270.html
0,8,12,https://www.kinopoisk.ru/film/493098/ord/rating/perpage/200/
0,8,13,http://razumniki.ru/stihi_pro_shkolu.html
0,8,14,http://fishki.net/1776306-nad-podrostkom-v-techenie-dolgih-shesti-let-bespowadno-izdevalis-v-shkole.html
0,8,15,http://school4woman.ru/forums/index.php?topic=737.1300
0,8,16,https://infourok.ru/material.html?mid=11028
0,8,17,http://www.vse-pro-detey.ru/rebenok-ne-xochet-uchitsya/
0,8,18,http://justforus.diary.ru/p192197737.htm?oam
0,8,19,http://stopautism.ru/%D0%B4%D0%BD%D0%B5%D0%B2%D0%BD%D0%B8%D0%BA-%D0%BC%D0%B0%D0%BC%D1%8B-%D0%B0%D1%83%D1%82%D0%B8%D1%81%D1%82%D0%B0/
0,8,20,http://vse-sekrety.ru/613-kak-zastavit-sebya-uchitsya.html
0,8,21,http://detskijpsiholog.com/dialog
0,8,22,http://www.uaua.info/ot-6-do-9/shkola-ot-6-do-9/news-46602-kak-podgotovitsya-k-shkole-posle-letnih-kanikul-sovetyi-psihologa-svetlanyi-royz/
4,9,0,http://sprashivalka.com/q/1035391502
4,9,1,http://otvet.mail.ru/question/195598966/
4,9,2,http://www.voprosnik.ru/forum/poll/812272/%D0%A7%D0%B5%D0%BC-%D0%BC%D0%B5%D0%BD%D1%8C%D1%88%D0%B5-%D1%81%D0%BF%D0%B8%D1%88%D1%8C-%D1%82%D0%B5%D0%BC-%D0%BB%D0%B5%D0%B3%D1%87%D0%B5-%D0%BF%D1%80%D0%BE%D1%81%D1%8B%D0%BF%D0%B0%D1%82%D1%8C%D1%81%D1%8F-%D0%9F%D0%BE%D1%87%D0%B5%D0%BC%D1%83
3,9,3,http://reseto.com/story.php?2551
3,9,4,http://ask.fm/Dea22Tony
3,9,5,http://anekdot202.blogspot.ru/
3,9,6,http://xn------8cdeccelhagrdpde0adbcemd0a6afdebhniwexzi5c5r0d.xn--p1ai/
4,10,0,https://otvet.mail.ru/question/68531914
4,10,1,http://sprashivalka.com/q/1035258259
3,10,2,http://www.inpearls.ru/96634
3,10,3,http://8ng.ru/index.php?newsid=8949
3,10,4,http://www.stranamam.ru/post/645229/
3,10,5,http://www.newstatusy.ru/publ/prikolnye_statusy/19-1-0-18397
2,10,6,http://www.tatosha.ru/index.php?topic=8483.3105
2,10,7,http://live4fun.ru/joke/420979
2,10,8,http://forum.ru-tmall.com/viewtopic.php?p=6036
2,10,9,http://statusy.ru/c/so-smyislom/pro-chaj/
1,10,10,http://ok-odnoklassniki.com/g13/t714/
1,10,11,http://maxpark.com/community/4711/content/5517976
1,10,12,http://vk.com/club60265976
1,10,13,http://www.rei1ting-internet-kazino.igrovoibum.ru/
1,10,14,http://www.igra-resident-dlja-kazino-sloty1-i.azartroad.ru/
1,10,15,http://irc.lv/qna/%D0%BF%D0%BE%D1%87%D0%B5%D0%BC%D1%83_%D0%BF%D0%B5%D1%80%D0%B5%D0%B4_%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%BC_%D1%87%D0%B0%D0%B9_%D0%BE%D1%81%D1%82%D1%8B%D0%B2%D0%B0%D0%B5%D1%82_%D0%B1%D1%8B%D1%81%D1%82%D1%80%D0%B5%D0%B5_%D1%87%D0%B5%D0%BC_%D1%83%D1%82%D1%80%D0%BE%D0%BC_%D0%BD%D0%B0_%D0%BA%D1%83%D1%85%D0%BD%D0%B5_%D0%BA%D0%BE%D0%B3%D0%B4%D0%B0_%D0%BE%D0%BF%D0%B0%D0%B7%D0%B4%D1%8B%D0%B2%D0%B0%D0%B5%D1%88%D1%8C_%D0%BD%D0%B0_%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%83
1,10,16,http://www.superdemotivator.ru/a-vy-tozhe-zametili-chto-u-kompyutera-chay-bystree-ostyvaet.html
1,10,17,http://tvoystatus.net/2012/11/statusyi-pro-chay/
1,10,18,http://forum.allgaz.ru/archive/index.php/t-1999-p-10.html
1,10,19,http://www.baby.ru/community/view/219392/forum/post/52384821/
0,10,20,http://remo.space/f/331.php
0,10,21,http://kyroles.ru/forum/archive/index.php/t-1511.html
0,10,22,http://www.russian.fi/forum/archive/index.php/t-22104-p-11.html
0,10,23,http://chay-kofskiy.ru/page/stihi-o-chae-i-samovare.html
0,10,24,http://inewscast.ru/instruktsii/silno-nagrevaetsya-iphone-ili-ipad-kak-byit-i-chto-delat/
0,10,25,http://led-obzor.ru/pochemu-migaet-svetodiodnaya-lampa
0,10,26,http://4pda.ru/forum/index.php?showtopic=86624\u0026st=7580
0,10,27,http://voron-xak.ru/vseokompe/medlenno-zagruzhaetsya-kompyuter-chto-delat.html
4,11,0,http://otvet.mail.ru/mail/gaja_vadim
2,11,1,http://mladeni.ru/prochee/pochemu-novorozhdennogo-holodnyy-nosik
1,11,2,http://mp3davalka.com/files/%D0%BE%D0%B4%D0%B5%D0%B2%D0%B0%D0%B9%D1%81%D1%8F%20%D0%BF%D0%BE%D1%82%D0%B5%D0%BF%D0%BB%D0%B5%D0%B9
1,11,3,http://klubmama.ru/sovety-roditelyam/detskie-veshhi/kak-odevat-rebenka-po-pogode.html
1,11,4,http://irc.lv/qna/%D0%A1_%D0%B4%D0%BE%D0%B1%D1%80%D1%8B%D0%BC_%D1%83%D1%82%D1%80%D0%BE%D0%BC_%D0%BC%D0%B0%D0%BC%D0%B0_%D1%82%D0%BE%D0%BB%D1%8C%D0%BA%D0%BE_%D1%87%D1%82%D0%BE_%D0%BC%D0%BD%D0%B5_%D0%B7%D0%B2%D0%BE%D0%BD%D0%B8%D0%BB%D0%B0_%D1%81%D0%BA%D0%B0%D0%B7%D0%B0%D0%BB%D0%B0_%D0%BD%D0%B0_%D1%83%D0%BB%D0%B8%D1%86%D0%B5_%D0%BE%D1%87%D0%B5%D0%BD%D1%8C_%D1%85%D0%BE%D0%BB%D0%BE%D0%B4%D0%BD%D0%BE_%D0%A2%D0%B0%D0%BA_%D1%87%D1%82%D0%BE_%D0%BE%D0%B4%D0%B5%D0%B2%D0%B0%D0%B9%D1%82%D0%B5%D1%81%D1%8C_%D0%BF%D0%BE%D1%82%D0%B5%D0%BF%D0%BB%D0%B5%D0%B5
1,11,5,http://therebenok.ru/zdorove/xolodnyj-nos-u-novorozhdennogo.html
1,11,6,http://razvitiedetei.info/zdorove-rebenka/u-novorozhdennogo-xolodnye-ruchki.html
1,11,7,http://shkolazhizni.ru/world/articles/55099/
0,11,8,http://www.babyplan.ru/forums/topic/35802-zyat-i-tescha-otnosheniya-za-granyu-ponimaniya/
0,11,9,https://www.babyblog.ru/user/Ladanka/73365
0,11,10,http://health-bit.ru/xolodnye-ruki-i-nogi/
0,11,11,http://sonnik-enigma.ru/sonnik/noski
0,11,12,http://www.webkarapuz.ru/article/kak-odevat-novorojdennogo-v-oktyabre
0,11,13,http://www.7ya.ru/article/Ni-zharko-ni-holodno/
0,11,14,http://diktantov300.narod.ru/1/all.html
0,11,15,http://www.lib.ru/POEZIQ/ASADOW/izbrannoe.txt_with-big-pictures.html
0,11,16,http://www.stranamam.ru/post/4751626/
0,11,17,http://ilporto.ru/blogs/pogruzka/bivaet-i-takoe-realnaja-istorija-u-moej-mami-est-podruga-vot-vinosila-ona-kak-to.html
0,11,18,http://galinanekrasova.ru/kak-zasolit-gruzdi-goryachim-i-holodnym-sposobom
0,11,19,http://barblog9.tumblr.com/
0,11,20,https://sexstory.ws/dochka-podrugi-moej-mamy.html
4,12,0,https://obsuzhday.com/q/98371591
4,13,0,http://stackoverflow.com/questions/24841537/identifying-questions-in-exam-text-recognition
4,13,1,http://www.youtube.com/
3,13,2,http://habrahabr.ru/company/skillfactory/blog/168595/
3,13,3,https://otvet.mail.ru/question/41107561
3,13,4,http://rutracker.org/forum/viewtopic.php?t=3242272
3,13,5,http://unic.edu.ru/distance_learning/examinations/
2,13,6,http://www.specialist.ru/ms-certification
2,13,7,http://www.liveinternet.ru/users/svetik_es/post233034672
2,13,8,http://www.mixei.ru/threads/10963-Kak-sdat-ekzamen-Obmen-opytom-)/page5
2,13,9,http://www.doctorvlad.com/russkieamerikancy/index.php/2012/03/kak-sdavat-ekzamen-na-grazhdanstvo-v-amerike/
2,13,10,http://www.liveinternet.ru/users/svetik_es/post233034672
2,13,11,http://studynote.ru/studgid/faq/sdacha-sessii/istoriya--slozhnaya-nauka-trebuyutsya-megabayty-pa/
1,13,12,http://rutracker.org/forum/viewtopic.php?t=3242272
1,13,13,http://www.allenglish.ru/learning/mezhdunarodnye_ekzameny.html
1,13,14,http://stopgame.ru/game/pjatachok_sdaet_ekzamen_po_anatomii
1,13,15,http://bezmolit.tv/trainings/avtorskie/exam
1,13,16,http://www.game-game.com.ua/40238/
1,13,17,http://yooutube.ru/watch?v=NERL2Bskz5M
0,13,18,http://vidoz.pp.ua/video/oQE_XDdEluV.html
0,13,19,http://distance-learning.kz/ochnoe-obuchenie/12-stati-do/333-kak-sdat-ekzamen-acca-dipifr-rus-v-iyune-2015-s-pervogo-raza-5-vazhnykh-pravil
0,13,20,http://www.mcse2004.narod.ru/
0,13,21,http://kset.kz/video/view/19810395
0,13,22,http://www.levertutoring.com/
